ZIPCODE,SIDO,GUGUN,DONG,BUNJI,SEQ
616-702,부산,북구,금곡동 조달청부산지청,,9042
616-725,부산,북구,금곡동 조성아파트,(105∼107동),9043
616-761,부산,북구,금곡동 주공아파트,(101∼105동),9044
616-762,부산,북구,금곡동 주공아파트,(201∼210동),9045
616-763,부산,북구,금곡동 주공아파트,(301∼314동),9046
616-764,부산,북구,금곡동 주공아파트,(401∼413동),9047
616-765,부산,북구,금곡동 주공아파트,(501∼507동),9048
616-766,부산,북구,금곡동 주공아파트,(601∼604동),9049
616-767,부산,북구,금곡동 주공아파트,(701∼708동),9050
616-768,부산,북구,금곡동 주공아파트,(801∼807동),9051
616-769,부산,북구,금곡동 주공아파트,(901∼907동),9052
616-760,부산,북구,금곡동 한솔아파트,,9053
616-724,부산,북구,금곡동 협진태양아파트,(101∼103동),9054
616-749,부산,북구,금곡동 화명뜨란채아파트,(101∼109동),9055
616-775,부산,북구,금곡동 화명리버빌아파트,(201∼209동),9056
616-770,부산,북구,금곡동 화명한일유앤아이아파트,(101∼112동),9057
616-726,부산,북구,금곡동 화목아파트,(101∼106동),9058
616-810,부산,북구,금곡동,1∼56,9059
616-811,부산,북구,금곡동,57,9060
616-810,부산,북구,금곡동,58∼96,9061
616-811,부산,북구,금곡동,97∼107,9062
616-810,부산,북구,금곡동,108∼809,9063
616-812,부산,북구,금곡동,810∼847,9064
616-813,부산,북구,금곡동,848∼1107,9065
616-812,부산,북구,금곡동,1108∼1113,9066
616-813,부산,북구,금곡동,1114∼1642,9067
616-841,부산,북구,금곡동,1643∼1998,9068
616-130,부산,북구,금곡동,,9069
616-705,부산,북구,덕천1동 국민건강보험공단부산북부지사,,9070
616-776,부산,북구,덕천1동 기비골마을,(101∼108동),9071
616-771,부산,북구,덕천1동 덕천시영아파트,,9072
616-772,부산,북구,덕천1동 도시개발공사아파트,(109∼116동),9073
616-814,부산,북구,덕천1동,1∼123,9074
616-814,부산,북구,덕천1동,125∼127,9075
616-821,부산,북구,덕천1동,173∼240,9076
616-818,부산,북구,덕천1동,317∼321,9077
616-818,부산,북구,덕천1동,337∼340,9078
616-818,부산,북구,덕천1동,342∼344,9079
616-819,부산,북구,덕천1동,356∼360,9080
616-814,부산,북구,덕천1동,361∼375,9081
616-819,부산,북구,덕천1동,376∼380,9082
616-821,부산,북구,덕천1동,385∼387,9083
616-819,부산,북구,덕천1동,388∼395,9084
616-819,부산,북구,덕천1동,404∼405,9085
616-819,부산,북구,덕천1동,408∼409,9086
616-821,부산,북구,덕천1동,410∼412,9087
616-818,부산,북구,덕천1동,457-(27)∼462,9088
616-818,부산,북구,덕천1동,466∼467,9089
616-814,부산,북구,덕천1동,814∼900,9090
616-814,부산,북구,덕천1동,산1∼75,9091
616-101,부산,북구,덕천1동,,9092
616-706,부산,북구,덕천2동 국민연금공단북부산지사,,9093
616-754,부산,북구,덕천2동 아남프라자,,9094
616-773,부산,북구,덕천2동 주공아파트1단지,(101∼110동),9095
616-742,부산,북구,덕천2동 평화넥스트21빌딩,,9096
616-816,부산,북구,덕천2동,251∼252,9097
616-816,부산,북구,덕천2동,253∼306,9098
616-817,부산,북구,덕천2동,307∼316,9099
616-817,부산,북구,덕천2동,322∼336,9100
616-816,부산,북구,덕천2동,345∼348,9101
616-817,부산,북구,덕천2동,349∼353,9102
616-816,부산,북구,덕천2동,354∼355,9103
616-820,부산,북구,덕천2동,381∼384,9104
616-816,부산,북구,덕천2동,396∼399,9105
616-820,부산,북구,덕천2동,400∼403,9106
616-820,부산,북구,덕천2동,413∼417,9107
616-820,부산,북구,덕천2동,430∼457-(26),9108
616-820,부산,북구,덕천2동,463∼465,9109
616-820,부산,북구,덕천2동,468∼515,9110
616-817,부산,북구,덕천2동,516∼767,9111
616-823,부산,북구,덕천2동,798∼807,9112
616-823,부산,북구,덕천2동,810∼813,9113
616-817,부산,북구,덕천2동,산76∼99,9114
616-820,부산,북구,덕천2동,산100∼119,9115
616-102,부산,북구,덕천2동,,9116
616-730,부산,북구,덕천3동 롯데아파트,(101∼107동),9117
616-774,부산,북구,덕천3동 주공아파트2단지,(201∼207동),9118
616-822,부산,북구,덕천3동,124,9119
616-815,부산,북구,덕천3동,128∼172,9120
616-815,부산,북구,덕천3동,241∼250,9121
616-822,부산,북구,덕천3동,341,9122
616-815,부산,북구,덕천3동,406∼407,9123
616-822,부산,북구,덕천3동,418∼429,9124
616-815,부산,북구,덕천3동,768∼797,9125
616-815,부산,북구,덕천3동,808∼809,9126
616-815,부산,북구,덕천3동,산120∼148,9127
616-103,부산,북구,덕천3동,,9128
616-741,부산,북구,덕천동 한국폴리텍Ⅶ대학부산캠퍼스,,9129
616-100,부산,북구,덕천동,,9130
616-720,부산,북구,만덕1동 대진아파트,(1∼11동),9131
616-755,부산,북구,만덕1동 동일아파트,,9132
616-732,부산,북구,만덕1동 만덕2주공아파트,(101∼104동),9133
616-718,부산,북구,만덕1동 협성파크아파트,(101∼103동),9134
616-824,부산,북구,만덕1동,1∼72,9135
616-830,부산,북구,만덕1동,173∼215,9136
616-838,부산,북구,만덕1동,217∼218,9137
616-828,부산,북구,만덕1동,639∼755,9138
616-830,부산,북구,만덕1동,801∼809,9139
616-830,부산,북구,만덕1동,810∼826,9140
616-828,부산,북구,만덕1동,827∼833,9141
616-824,부산,북구,만덕1동,산1∼99,9142
616-824,부산,북구,만덕1동,산110∼115,9143
616-824,부산,북구,만덕1동,산199-(1),9144
616-824,부산,북구,만덕1동,산201∼202,9145
616-828,부산,북구,만덕1동,산211-(1)∼269,9146
616-111,부산,북구,만덕1동,,9147
616-756,부산,북구,만덕2동 대성아파트,,9148
616-758,부산,북구,만덕2동 삼성아파트,,9149
616-723,부산,북구,만덕2동 상록한신휴플러스아파트,(201∼211동),9150
616-796,부산,북구,만덕2동 주공아파트3단지,(101∼112동),9151
616-781,부산,북구,만덕2동 주공아파트,(1∼32동),9152
616-832,부산,북구,만덕2동,73∼169,9153
616-831,부산,북구,만덕2동,170∼172,9154
616-826,부산,북구,만덕2동,250,9155
616-826,부산,북구,만덕2동,251,9156
616-826,부산,북구,만덕2동,253∼254,9157
616-826,부산,북구,만덕2동,256∼326,9158
616-827,부산,북구,만덕2동,327∼638,9159
616-827,부산,북구,만덕2동,834∼847,9160
616-831,부산,북구,만덕2동,848∼860,9161
616-832,부산,북구,만덕2동,861,9162
616-831,부산,북구,만덕2동,862∼906,9163
616-826,부산,북구,만덕2동,926∼927,9164
616-842,부산,북구,만덕2동,928∼952,9165
616-831,부산,북구,만덕2동,산100∼109,9166
616-831,부산,북구,만덕2동,산116∼146,9167
616-831,부산,북구,만덕2동,산147∼153,9168
616-842,부산,북구,만덕2동,산157-(1),9169
616-832,부산,북구,만덕2동,산177∼181,9170
616-832,부산,북구,만덕2동,산182∼199,9171
616-832,부산,북구,만덕2동,산199-(2)∼200,9172
616-832,부산,북구,만덕2동,산203∼211,9173
616-112,부산,북구,만덕2동,,9174
616-782,부산,북구,만덕3동 그린코아아파트,,9175
616-759,부산,북구,만덕3동 동원아파트,,9176
616-787,부산,북구,만덕3동 럭키1차아파트,(1∼12동),9177
616-788,부산,북구,만덕3동 럭키2차아파트,(201∼207동),9178
616-757,부산,북구,만덕3동 벽산라인아파트,(201∼210동),9179
616-757,부산,북구,만덕3동 벽산라인훼미리타운,(101∼102동),9180
616-731,부산,북구,만덕3동 쌍용스윗닷홈아파트,(101∼106동),9181
616-825,부산,북구,만덕3동,216,9182
616-825,부산,북구,만덕3동,219∼249,9183
616-861,부산,북구,만덕3동,251-(3),9184
616-861,부산,북구,만덕3동,252,9185
616-861,부산,북구,만덕3동,254-(3),9186
616-861,부산,북구,만덕3동,254-(6),9187
616-861,부산,북구,만덕3동,255,9188
616-829,부산,북구,만덕3동,756∼800,9189
616-829,부산,북구,만덕3동,907∼925,9190
616-843,부산,북구,만덕3동,산154∼157,9191
616-843,부산,북구,만덕3동,산157-(2)∼158,9192
616-843,부산,북구,만덕3동,산159∼166,9193
616-843,부산,북구,만덕3동,산167∼176,9194
616-113,부산,북구,만덕3동,,9195
616-110,부산,북구,만덕동,,9196
616-733,부산,북구,화명1동 동원로얄듀크,(101∼113동),9197
616-721,부산,북구,화명1동 롯데캐슬멤버스아파트,(101∼104동),9198
616-798,부산,북구,화명1동 삼한힐파크,(101∼108동),9199
616-728,부산,북구,화명1동 시영아파트,(1∼8동),9200
616-794,부산,북구,화명1동 유림아파트,(101∼106동),9201
616-783,부산,북구,화명1동 주공아파트,(1∼30동),9202
616-745,부산,북구,화명1동 주공아파트,(31∼63동),9203
616-746,부산,북구,화명1동 주공아파트,(64∼133동),9204
616-736,부산,북구,화명1동 현대아파트,(101∼103동),9205
616-727,부산,북구,화명1동 화명그린힐아파트,(101∼104동),9206
616-786,부산,북구,화명1동 화명대림타운,(101∼107동),9207
616-778,부산,북구,화명1동 화명대림타운,(201∼210동),9208
616-779,부산,북구,화명1동 화명대림타운,(301∼308동),9209
616-780,부산,북구,화명1동 화명대림타운,(401∼410동),9210
616-734,부산,북구,화명1동 화명대우아파트,(101∼103동),9211
616-844,부산,북구,화명1동,534∼535,9212
616-844,부산,북구,화명1동,536-(5),9213
616-844,부산,북구,화명1동,540∼543,9214
616-844,부산,북구,화명1동,554∼564,9215
616-844,부산,북구,화명1동,565-(2),9216
616-844,부산,북구,화명1동,566-(2),9217
616-844,부산,북구,화명1동,570∼578,9218
616-844,부산,북구,화명1동,583∼608,9219
616-844,부산,북구,화명1동,612∼651,9220
616-845,부산,북구,화명1동,705,9221
616-845,부산,북구,화명1동,715∼820,9222
616-846,부산,북구,화명1동,821∼1011,9223
616-854,부산,북구,화명1동,1014∼1047,9224
616-854,부산,북구,화명1동,1050∼1057-(1),9225
616-854,부산,북구,화명1동,1057-(3)∼1305,9226
616-846,부산,북구,화명1동,1306∼1387,9227
616-846,부산,북구,화명1동,1388-(2),9228
616-846,부산,북구,화명1동,1394∼1397,9229
616-847,부산,북구,화명1동,2149∼2158,9230
616-847,부산,북구,화명1동,2179∼2185,9231
616-847,부산,북구,화명1동,2200∼2201,9232
616-847,부산,북구,화명1동,2205∼2248,9233
616-847,부산,북구,화명1동,2310∼2311,9234
616-847,부산,북구,화명1동,2313,9235
616-844,부산,북구,화명1동,산70∼166,9236
616-844,부산,북구,화명1동,산170∼184,9237
616-844,부산,북구,화명1동,산190-(4),9238
616-844,부산,북구,화명1동,산208-(2),9239
616-846,부산,북구,화명1동,산316∼352,9240
616-121,부산,북구,화명1동,,9241
616-792,부산,북구,화명2동 경남아파트,(101∼107동),9242
616-785,부산,북구,화명2동 그린숲속아파트,(105∼110동),9243
616-785,부산,북구,화명2동 도개공그린아파트,(101∼104동),9244
616-797,부산,북구,화명2동 도개공그린아파트,(201∼208동),9245
616-784,부산,북구,화명2동 벽산강변타운,(101∼112동),9246
616-750,부산,북구,화명2동 우신아파트,(1∼12동),9247
616-747,부산,북구,화명2동 코오롱아파트,(101∼106동),9248
616-833,부산,북구,화명2동,1∼315,9249
616-834,부산,북구,화명2동,316∼511,9250
616-833,부산,북구,화명2동,512,9251
616-835,부산,북구,화명2동,513∼533,9252
616-835,부산,북구,화명2동,535-(1),9253
616-835,부산,북구,화명2동,536∼539,9254
616-835,부산,북구,화명2동,544∼553,9255
616-835,부산,북구,화명2동,561-(1),9256
616-835,부산,북구,화명2동,565∼569-(4),9257
616-835,부산,북구,화명2동,579∼582,9258
616-835,부산,북구,화명2동,587-(1∼2),9259
616-835,부산,북구,화명2동,609∼611,9260
616-835,부산,북구,화명2동,652∼704,9261
616-835,부산,북구,화명2동,706∼714,9262
616-834,부산,북구,화명2동,1388-(3)∼1393,9263
616-834,부산,북구,화명2동,1398∼1717,9264
616-848,부산,북구,화명2동,2101∼2148,9265
616-848,부산,북구,화명2동,2160∼2172,9266
616-848,부산,북구,화명2동,2203∼2204,9267
616-848,부산,북구,화명2동,산1∼66,9268
616-848,부산,북구,화명2동,산167∼170-(2),9269
616-848,부산,북구,화명2동,산185∼304,9270
616-122,부산,북구,화명2동,,9271
616-735,부산,북구,화명3동 대림쌍용강변타운아파트,(701∼717동),9272
616-793,부산,북구,화명3동 대우이안아파트,(101∼110동),9273
616-789,부산,북구,화명3동 롯데낙천대아파트,,9274
616-744,부산,북구,화명3동 롯데마트,,9275
616-703,부산,북구,화명3동 부산북부경찰서,,9276
616-120,부산,북구,화명3동 북부산우체국,,9277
616-790,부산,북구,화명3동 수정마을주공아파트,(101∼116동),9278
616-791,부산,북구,화명3동 코오롱하늘채아파트,(101∼111동),9279
616-777,부산,북구,화명3동 코오롱하늘채아파트,(201∼211동),9280
616-795,부산,북구,화명3동 현대2차아파트,(201∼208동),9281
616-849,부산,북구,화명3동,1012∼1013,9282
616-849,부산,북구,화명3동,1048∼1049,9283
616-849,부산,북구,화명3동,1057-(2),9284
616-849,부산,북구,화명3동,1718∼2100,9285
616-850,부산,북구,화명3동,2159,9286
616-850,부산,북구,화명3동,2173∼2178,9287
616-850,부산,북구,화명3동,2186∼2199,9288
616-850,부산,북구,화명3동,2202,9289
616-851,부산,북구,화명3동,2249∼2264,9290
616-852,부산,북구,화명3동,2265∼2309,9291
616-853,부산,북구,화명3동,2312,9292
616-853,부산,북구,화명3동,2314∼2323,9293
616-123,부산,북구,화명3동,,9294
616-120,부산,북구,화명동,,9295
616-600,부산,북구,북부산우체국사서함,,9296
617-731,부산,사상구,감전동 벽산디지털밸리,,9297
617-704,부산,사상구,감전동 북부산세무서,,9298
617-702,부산,사상구,감전동 사상구청,,9299
617-721,부산,사상구,감전동 산업용재유통상가,,9300
617-724,부산,사상구,감전동 삼주오피스텔,,9301
617-722,부산,사상구,감전동 엘지텔레콤빌딩,,9302
617-723,부산,사상구,감전동 E마트,,9303
617-800,부산,사상구,감전동,1∼107,9304
617-801,부산,사상구,감전동,108∼114,9305
617-800,부산,사상구,감전동,115∼121,9306
617-802,부산,사상구,감전동,122∼130,9307
617-800,부산,사상구,감전동,131∼134,9308
617-801,부산,사상구,감전동,135∼138,9309
617-800,부산,사상구,감전동,139∼142,9310
617-803,부산,사상구,감전동,143∼144,9311
617-804,부산,사상구,감전동,145∼150,9312
617-803,부산,사상구,감전동,151∼152,9313
617-801,부산,사상구,감전동,153∼162,9314
617-803,부산,사상구,감전동,163∼164,9315
617-804,부산,사상구,감전동,165∼196,9316
